取引No,会計日,会計時間,合計,小計,内消費税,現金,Pontaポイント(Airウォレット),クレジットカード(Airペイ),電子マネー(Airペイ),ポイント(POICHI for Airレジ),クレジットカード(Square),モバイル決済(モバイル決済 for Airレジ),金券合計,売掛合計,おつり,現金以外おつり不支払額,割引/割増,人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,カテゴリ名,メニュー名,種別１,種別２,価格,注文数量,割引/割増数量,割引/割増単価,単位,割引/割増合計額,ID,リソース名
RB0120170423202124000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","ウーロン茶","","",250,3,0,0,-,0,63E10ADD114548EB8884BDAE38812430,
RB0120170423202124000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エビス中瓶","","",580,1,0,0,-,0,63E10ADD114548EB8884BDAE38812430,
RB0120170423202124000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎ボトル","吉四六","","",3600,1,0,0,-,0,63E10ADD114548EB8884BDAE38812430,
RB0120170423202124000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,63E10ADD114548EB8884BDAE38812430,
RB0120170423202124000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",500,1,0,0,-,0,63E10ADD114548EB8884BDAE38812430,
RB0320170423192356000,2017/04/23,20:49:15,12730,12290,942,13000,0,0,0,0,0,0,0,0,270,0,-1,4,42,01:25:19,"テーブル6",0002,"中山 洋子","揚げ物・煮物","レンコンはさみ揚","","",650,1,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,"未設定"
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","ウーロン茶","","",250,1,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,7,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,6,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,1,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,6,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,4,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","岩のり汁","","",280,3,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,2,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エクストラゴールド","","",500,1,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","緑茶ハイ","","",380,1,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","カルピス","","",350,1,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,3,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","サーモンハラス焼","","",650,1,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0320170423192356000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,8CAB302B15BB4FA2A3CF0AA8308A7C6E,
RB0120170423190712000,2017/04/23,20:56:47,14320,13500,1060,20020,0,0,0,0,0,0,0,0,5700,0,-2,2,20,01:49:34,"カウンター6，カウンター7",0002,"中山 洋子","ビール","アサヒ中瓶","","",500,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,"未設定"
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,4,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,4,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",780,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻450","","",450,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","生酒 日本盛","","",780,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","生レモンサワー","","",480,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",4500,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",1200,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",780,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423190712000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",500,1,0,0,-,0,F6F7C0D45C2C4B2AB9B876FCCB75C0EA,
RB0120170423184920000,2017/04/23,21:03:34,10280,9570,761,10300,0,0,0,0,0,0,0,0,20,0,-3,2,14,02:14:14,"カウンター9，カウンター10",0002,"中山 洋子","日本酒","おすすめ日本酒","","",680,4,0,0,-,0,9A0D75442DC9425EB674C2568A543687,"未設定"
RB0120170423184920000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",580,2,0,0,-,0,9A0D75442DC9425EB674C2568A543687,
RB0120170423184920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,9A0D75442DC9425EB674C2568A543687,
RB0120170423184920000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,9A0D75442DC9425EB674C2568A543687,
RB0120170423184920000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1000,3,0,0,-,0,9A0D75442DC9425EB674C2568A543687,
RB0120170423184920000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,9A0D75442DC9425EB674C2568A543687,
RB0120170423184920000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",500,1,0,0,-,0,9A0D75442DC9425EB674C2568A543687,
RB0120170423202653000,2017/04/23,22:07:02,12320,11720,912,0,0,0,0,0,0,0,0,12320,0,0,-4,2,30,01:40:09,"カウンター1，カウンター2",0002,"中山 洋子","揚げ物・煮物","あさり酒煮し","","",650,1,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,"未設定"
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,3,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,4,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,2,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,6,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","生酒 日本盛","","",780,3,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","緑茶ハイ","","",380,2,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",880,1,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",780,1,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",500,1,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423202653000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",380,1,0,0,-,0,F6D42CD1B5604D9A9DCBCFB472DC3640,
RB0120170423214914000,2017/04/23,22:24:08,8080,7630,598,10000,0,0,0,0,0,0,0,0,1920,0,-2,2,17,00:34:54,"テーブル2",0002,"中山 洋子","お造り","ぼたん海老刺","","",2000,1,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,"未設定"
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","特上にぎり","","",1850,1,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,4,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,3,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,1,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","あさり汁","","",280,1,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","緑茶ハイ","","",380,1,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","グレープフルーツサワー","","",380,1,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423214914000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,F9B8C43FBE254CBF8C3AC911FBAF5EBA,
RB0120170423203856000,2017/04/23,22:27:35,5900,5500,437,6000,0,0,0,0,0,0,0,0,100,0,0,1,10,01:48:39,"カウンター4",0002,"中山 洋子","ビール","生ビール","","",500,7,0,0,-,0,3D839EA3764C4B14977AB7076CE09CA3,"未設定"
RB0120170423203856000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻250","","",250,2,0,0,-,0,3D839EA3764C4B14977AB7076CE09CA3,
RB0120170423203856000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1500,1,0,0,-,0,3D839EA3764C4B14977AB7076CE09CA3,
RB0320170423211308000,2017/04/23,22:59:54,7600,7060,562,0,0,0,0,0,0,0,0,7600,0,0,-4,2,9,01:46:46,"テーブル1",0002,"中山 洋子","お好みにぎり","にぎり130","","",130,2,0,0,-,0,F6C2F05DF5DF4C18A0C6B62814A3CFF6,"未設定"
RB0320170423211308000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山 純米吟醸","","",980,1,0,0,-,0,F6C2F05DF5DF4C18A0C6B62814A3CFF6,
RB0320170423211308000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エクストラゴールド","","",500,1,0,0,-,0,F6C2F05DF5DF4C18A0C6B62814A3CFF6,
RB0320170423211308000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","越乃景虎 名水仕込特別純米","","",680,1,0,0,-,0,F6C2F05DF5DF4C18A0C6B62814A3CFF6,
RB0320170423211308000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","〆張鶴 吟醸酒","","",880,1,0,0,-,0,F6C2F05DF5DF4C18A0C6B62814A3CFF6,
RB0320170423211308000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,F6C2F05DF5DF4C18A0C6B62814A3CFF6,
RB0320170423211308000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","板長おまかせ10貫","","",3000,1,0,0,-,0,F6C2F05DF5DF4C18A0C6B62814A3CFF6,
000220170423230859310,2017/04/23,23:09:11,1000,1000,74,0,0,0,0,0,0,0,0,1000,0,0,0,1,1,00:00:00,"伝票00020250",0002,"中山 洋子","出前","コスモ","","",1000,1,0,0,-,0,B2496D94613348648A3F59309D655355,"未設定"
RB0320170423202706000,2017/04/23,23:55:25,20970,19700,1553,21000,0,0,0,0,0,0,0,0,30,0,-6,5,41,03:28:19,"テーブル4，テーブル5",0002,"中山 洋子","お造り","真つぶ貝刺","","",900,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,"未設定"
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","特上にぎり","","",1850,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","まぐろづくしセット","","",1050,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","ばくだん納豆","","",1000,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","リブロースステーキ","","",1200,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,5,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,2,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,3,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","緑茶ハイ","","",380,6,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","レモンサワー","","",380,4,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","ライチ酒","","",380,2,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,5,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","ヒレ酒","","",700,4,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0320170423202706000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",200,1,0,0,-,0,E3B9A93B0CFD468482DE48E35F443EDA,
RB0120170424005848000,2017/04/24,02:10:00,2910,2700,215,3000,0,0,0,0,0,0,0,0,90,0,-6,1,5,01:11:12,"カウンター15",0002,"中山 洋子","サワー・カクテル","緑茶ハイ","","",380,2,0,0,-,0,C69D8A35A09D4368B075049A8DF238E8,"未設定"
RB0120170424005848000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,C69D8A35A09D4368B075049A8DF238E8,
RB0120170424005848000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",780,2,0,0,-,0,C69D8A35A09D4368B075049A8DF238E8,
RB0120170424003843000,2017/04/24,02:24:41,11020,10360,816,11020,0,0,0,0,0,0,0,0,0,0,-8,4,20,01:45:58,"テーブル3",0002,"中山 洋子","お造り","真つぶ貝刺","","",900,1,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,"未設定"
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","活たこ刺","","",780,1,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻250","","",250,1,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻450","","",450,1,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,2,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎ボトル","ジンロ","","",1500,1,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"割り物","割り物&BS","","",380,7,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,4,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
RB0120170424003843000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",500,2,0,0,-,0,7F5E87B5A1424757B4EB9B1D0ECB7102,
000220170424191654986,2017/04/24,19:17:32,900,900,66,0,0,0,0,0,0,0,0,900,0,0,0,1,1,00:00:00,"伝票00020252",0002,"中山 洋子","出前","コスモ","","",900,1,0,0,-,0,477EF15BB623419BA0813CCDBD677199,"未設定"
000220170424192724381,2017/04/24,19:27:36,900,900,66,0,0,0,0,0,0,0,0,900,0,0,0,1,1,00:00:00,"伝票00020253",0002,"中山 洋子","出前","コスモ","","",900,1,0,0,-,0,DA4FD7B31C8F4FC598D8205DBB7B438C,"未設定"
RB0120170424181712000,2017/04/24,19:50:31,14280,13470,1057,0,0,0,0,0,0,0,0,14280,0,0,-4,2,22,01:33:18,"テーブル4",0002,"中山 洋子","お造り","おまかせ刺身盛","","",2900,1,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,"未設定"
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","銀だら照り焼","","",900,1,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エビス中瓶","","",580,1,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,1,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,3,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,1,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","しじみ汁","","",280,2,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",780,2,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",580,2,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","〆張鶴 吟醸酒","","",880,2,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","マグロ三種にぎり","","",850,2,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424181712000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,5DD9E57B6EDF4882966F64202FA50579,
RB0120170424194414000,2017/04/24,20:01:14,2760,2590,204,2760,0,0,0,0,0,0,0,0,0,0,-2,2,5,00:17:00,"カウンター8，カウンター9",0002,"中山 洋子","にぎり","松にぎり","","",950,2,0,0,-,0,F295836D106541099129831A48E58E03,"未設定"
RB0120170424194414000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,F295836D106541099129831A48E58E03,
RB0120170424194414000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","オレンジジュース","","",250,1,0,0,-,0,F295836D106541099129831A48E58E03,
RB0120170424180349000,2017/04/24,20:06:28,16570,15350,1227,0,0,0,0,0,0,0,0,16570,0,0,-8,3,15,02:02:39,"テーブル3",0002,"中山 洋子","お造り","荒磯盛","","",5300,1,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,"未設定"
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","焼はまぐり","","",650,1,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",880,1,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","アサヒ中瓶","","",500,2,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","ウーロンハイ","","",380,1,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","生レモンサワー","","",480,3,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,3,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","板長おまかせ10貫","","",3000,1,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
RB0120170424180349000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,2,0,0,-,0,D4B66B848E4C4BC780C1E30DD3603030,
000220170424201430085,2017/04/24,20:14:38,5000,5000,370,5000,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00020255",0002,"中山 洋子","出前","出前5000","","",5000,1,0,0,-,0,F20F5601DC8B4F64B4F77003A08751E5,"未設定"
RB0120170424182344000,2017/04/24,21:05:14,18830,17450,1394,0,0,0,0,0,0,0,0,18830,0,0,0,3,25,02:41:30,"カウンター4，カウンター5，カウンター6",0002,"中山 洋子","焼き物","焼きたらば","","",2500,1,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,"未設定"
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","げそ七味焼","","",650,1,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","特上にぎり","","",1850,2,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,9,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,4,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"お土産","折100","","",100,2,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,3,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",1480,1,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",980,1,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424182344000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",780,1,0,0,-,0,0515EAC259B14E4A8BFE32077DAC1235,
RB0120170424172009000,2017/04/24,21:16:02,17780,16590,1317,20000,0,0,0,0,0,0,0,0,2220,0,-9,3,24,03:55:53,"テーブル2",0002,"中山 洋子","お造り","おまかせ刺身盛","","",2900,1,0,0,-,0,53848CA5F8404DD285F0214C4A57E057,"未設定"
